"Sa2id","GapScore"
"801081091",28.5627877916667
"309081259",44.3035179166667
"104011081",163.653014625
"121031409",178.174518041667
"702011046",56.435242875
"403041088",0
"702041063",90.1624592083333
"117031331",218.224209583333
"701041036",34.291293625
"312021344",132.281003291667
"111031229",119.811347291667
"124011453",120.654678083333
"212031302",219.785953541667
"103041079",123.254035083333
"302021028",101.314505375
"312021346",39.767183875
"119031374",263.255140666667
"113011256",206.605823708333
"507031261",67.8544837916667
"122011418",221.403364166667
"114021288",37.77448525
"205011076",172.164388958333
"801011011",35.1375714166667
"312021342",159.713503708333
"103021062",71.5272577916667
"407031169",58.0656024166667
"702011049",42.0504744583333
"315031411",29.956937875
"213041358",190.209105708333
"304021086",109.877462083333
"217011421",105.605192541667
"102021045",118.53149925
"128021535",227.984202708333
"306011138",58.1428552916667
"202011019",127.102597083333
"115011296",138.076822666667
"205031088",0
"119031370",149.748094875
"201031015",47.5535058333333
"312031360",0
"306011142",150.299525916667
"313021365",290.14000825
"110031198",51.54534625
"127021521",0.3785115
"402051055",131.680127166667
"505021089",220.080351375
"303021052",126.381548541667
"509011230",48.1052277916667
"111031232",80.017355625
"316051435",95.0323705416667
"209041220",195.984366333333
"215031405",67.50294675
"403031069",171.224917041667
"401021004",188.163683583333
"801111140",0
"114011272",93.9225027083333
"303021053",175.917337291667
"314031391",111.511982541667
"317011453",102.878078833333
"301021008",62.925391125
"213021345",56.6430053333333
"302031036",2.09450833333333
"214011373",198.946428958333
"306021144",86.8172529166667
"701021026",36.8538172916667
"102021056",163.898967375
"206021112",205.05992075
"304021091",59.0358840416667
"125031479",201.0575765
"307021180",79.8984341666667
"213051366",257.958422833333
"203031052",44.500662875
"207021156",121.120444375
"301021527",97.2821298333333
"407011147",79.0434660833333
"209031211",41.733606
"401061020",65.7438107083333
"104021085",110.378502958333
"119041382",175.740137416667
"204021065",40.927053625
"505031101",140.998104958333
"801061067",63.2650399166667
"315021405",201.479350458333
"117031330",180.912794583333
"206031116",158.756119916667
"511041285",120.607920208333
"601041023",110.215332458333
"309091540",159.739315333333
"210031439",31.85947175
"311041321",278.320873333333
"604021086",50.4657312916667
"509031249",49.2263098333333
"602021054",60.9126062916667
"313021367",42.48051725
"117031334",242.082049666667
"305031121",56.5898092916667
"319011492",55.8922588333333
"310031289",59.6014562083333
"112031250",142.27494725
"213011329",106.885093583333
"104021086",41.0472790416667
"101041026",84.59041125
"306021156",88.7074809166667
"310031290",66.0674869583333
"106011110",95.4019350416667
"212031301",280.21187975
"312011337",97.0568162916667
"108051171",57.568059625
"601051030",64.462048875
"501021010",33.3281275833333
"118011345",170.505145
"309091264",69.3165023333333
"208021182",147.215351541667
"204031071",49.6711259166667
"307011178",44.7983646666667
"107041147",95.299739
"402041047",185.744469625
